# gender_real	gender_predicted	model_prediction_rate	true_predictions
1.0			0.5160534381866455						
1.0			0.013975024223327637						
1.0			0.9924222230911255						
1.0			0.9999997615814209						
1.0			0.03656512498855591						
1.0			0.3849547803401947						
1.0			0.0029405057430267334						
1.0			0.8050342202186584						
1.0			0.9469447731971741						
1.0			0.0004083216190338135						
1.0			0.9747278690338135						
1.0			0.9999343752861023						
1.0			0.999998927116394						
1.0			0.800248920917511						
1.0			0.02171027660369873						
1.0			2.3931264877319336e-05						
1.0			0.00017058849334716797						
1.0			0.8765820860862732						
1.0			0.9611815214157104						
1.0			0.0007275938987731934						
1.0			0.9926581978797913						
1.0			0.9831742644309998						
1.0			0.9999977946281433						
1.0			0.00021269917488098145						
1.0			0.8631391525268555						
0.0			0.00044927000999450684						
0.0			0.18320849537849426						
0.0			0.001711130142211914						
0.0			0.008648127317428589						
0.0			1.84476375579834e-05						
0.0			0.01322367787361145						
0.0			0.31421881914138794						
0.0			0.025141030550003052						
0.0			0.0005235075950622559						
0.0			0.026492536067962646						
0.0			0.0003687739372253418						
0.0			0.08207383751869202						
0.0			0.08689936995506287						
0.0			0.2403518557548523						
0.0			0.00547453761100769						
0.0			0.9978935122489929						
0.0			0.007677435874938965						
0.0			0.09224331378936768						
0.0			0.23732656240463257						
0.0			7.361173629760742e-05						
0.0			0.42641329765319824						
0.0			0.011886119842529297						
0.0			0.02769187092781067						
0.0			0.0011446685530245304						
						77.55102040816327			38.0
